Time,RTT
6.56848,0.0343651
6.56849,0.0343195
6.56973,0.0342796
6.56974,0.0342446
6.57085,0.034214
6.57086,0.0341873
6.57198,0.0341639
6.57199,0.0341434
6.5731,0.0342505
6.57311,0.0343442
6.57423,0.0344261
6.57424,0.0344979
6.57535,0.0344356
6.57536,0.0343812
6.57648,0.0343335
6.57649,0.0342918
6.57773,0.0342554
6.57774,0.0342234
6.57885,0.0341955
6.57886,0.0341711
6.57998,0.0341497
6.57999,0.034131
6.5811,0.0342396
6.58111,0.0343347
6.58223,0.0344178
6.58224,0.0344906
6.58335,0.0344293
6.58336,0.0343756
6.5846,0.0343287
6.58461,0.0342876
6.58573,0.0342516
6.58574,0.0342202
6.58685,0.0341927
6.58686,0.0341686
6.58798,0.0341475
6.58799,0.0341291
6.5891,0.0342379
6.58911,0.0343332
6.59023,0.0344165
6.59024,0.0344895
6.59135,0.0344283
6.59136,0.0343747
6.5926,0.0343279
6.59261,0.0342869
6.59373,0.0342511
6.59374,0.0342197
6.59498,0.0341922
6.59499,0.0341682
6.59598,0.0341472
6.59599,0.0341288
6.5971,0.0342377
6.59711,0.034333
6.59823,0.0344163
6.59824,0.0344893
6.59948,0.0344281
6.59949,0.0343746
6.6006,0.0343278
6.60061,0.0342868
6.60173,0.034251
6.60174,0.0342196
6.60285,0.0341921
6.60286,0.0341681
6.60398,0.0341471
6.60399,0.0341287
6.6051,0.0342376
6.60511,0.0343329
6.60623,0.0344163
6.60624,0.0344893
6.60748,0.0344281
6.60749,0.0343746
6.6086,0.0343278
6.60861,0.0342868
6.60973,0.034251
6.60974,0.0342196
6.61085,0.0341921
6.61086,0.0341681
6.61198,0.0341471
6.61199,0.0341287
6.6131,0.0342376
6.61311,0.0343329
6.61435,0.0344163
6.61436,0.0344893
6.6156,0.0344281
6.61561,0.0343746
6.6166,0.0343278
6.61661,0.0342868
6.61773,0.0342509
6.61774,0.0342196
6.61885,0.0341921
6.61886,0.0341681
6.61998,0.0341471
6.61999,0.0341287
6.62123,0.0342376
6.62124,0.0343329
6.62235,0.0344163
6.62236,0.0344893
6.62348,0.0344281
6.62349,0.0343746
6.6246,0.0343278
6.62461,0.0342868
6.62573,0.0342509
6.62574,0.0342196
6.62685,0.0341921
6.62686,0.0341681
6.62798,0.0341471
6.62799,0.0341287
6.62923,0.0342376
6.62924,0.0343329
6.63035,0.0344163
6.63036,0.0344893
6.63148,0.0344281
6.63149,0.0343746
6.6326,0.0343278
6.63261,0.0342868
6.63373,0.0342509
6.63374,0.0342196
6.63498,0.0341921
6.63499,0.0341681
6.6361,0.0342721
6.63611,0.0343631
6.63723,0.0344427
6.63724,0.0345124
6.63835,0.0345733
6.63836,0.0346267
6.63948,0.0345483
6.63949,0.0344798
6.6406,0.0344198
6.64061,0.0343673
6.64173,0.0343214
6.64174,0.0342812
6.64285,0.0342461
6.64286,0.0342153
6.6441,0.0343134
6.64411,0.0343992
6.64523,0.0345993
6.64524,0.0346494
6.64635,0.0348182
6.64636,0.034841
6.64748,0.0349858
6.64749,0.0348626
6.6486,0.0348798
6.64861,0.0347698
6.64973,0.0347986
6.64974,0.0346988
6.65098,0.0347364
6.65099,0.0346444
6.6521,0.0348138
6.65211,0.0348371
6.65323,0.0349824
6.65324,0.0349846
6.65435,0.0351116
6.65436,0.0350976
6.6556,0.0352104
6.65561,0.0350591
6.6566,0.0350517
6.65661,0.0349203
6.65773,0.0349302
6.65774,0.0348139
6.65898,0.0348372
6.65899,0.0347326
6.6601,0.034891
6.66011,0.0349046
6.66123,0.0350415
6.66124,0.0350363
6.66235,0.0351568
6.66236,0.0351372
6.66348,0.035245
6.66349,0.0350894
6.6646,0.0350782
6.66461,0.0349435
6.66585,0.0349505
6.66586,0.0348317
6.66698,0.0348527
6.66699,0.0347462
6.6681,0.0349029
6.66811,0.034915
6.66923,0.0350506
6.66924,0.0350443
6.67035,0.0351638
6.67036,0.0350183
6.67148,0.035016
6.67149,0.034889
6.6726,0.0349029
6.67261,0.03479
6.67385,0.0348163
6.67386,0.0347142
6.67498,0.03475
6.67499,0.0346562
6.6761,0.0348242
6.67611,0.0348462
6.67723,0.0349904
6.67724,0.0349916
6.67835,0.0351176
6.67836,0.0349779
6.67948,0.0349807
6.67949,0.0348581
6.68073,0.0348758
6.68074,0.0347664
6.68185,0.0347956
6.68186,0.0346961
6.68298,0.0347341
6.68299,0.0346423
6.6841,0.034812
6.68411,0.0348355
6.68523,0.0349811
6.68524,0.0349835
6.68635,0.0351105
6.68636,0.0349717
6.68748,0.0349752
6.68749,0.0348533
6.68873,0.0348717
6.68874,0.0347627
