% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
9.1925	1	0	0	1	919	2	6	1	4	15	1	0	28	1997
9.19275	1	0	0	1	919	3	0	1	4	13	1	0	28	1997
9.19313	1	0	0	1	919	3	3	1	4	15	1	0	28	1997
9.19337	1	0	0	1	919	3	5	1	4	14	1	0	28	1997
9.19363	1	0	0	1	919	3	7	1	4	13	1	0	28	1997
9.19388	1	0	0	1	919	4	1	1	4	15	1	0	28	1997
9.19425	1	0	0	1	919	4	4	1	4	14	1	0	28	1997
9.1945	1	0	0	1	919	4	6	1	4	15	1	0	28	1997
9.19475	1	0	0	1	919	5	0	1	4	13	1	0	28	1997
9.19513	1	0	0	1	919	5	3	1	4	15	1	0	28	1997
9.19538	1	0	0	1	919	5	5	1	4	14	1	0	28	1997
9.19562	1	0	0	1	919	5	7	1	4	13	1	0	28	1997
9.19587	1	0	0	1	919	6	1	1	4	15	1	0	28	1997
9.19625	1	0	0	1	919	6	4	1	4	14	1	0	28	1997
9.1965	1	0	0	1	919	6	6	1	4	15	1	0	28	1997
9.19675	1	0	0	1	919	7	0	1	4	13	1	0	28	1997
9.19712	1	0	0	1	919	7	3	1	4	15	1	0	28	1997
9.19737	1	0	0	1	919	7	5	1	4	14	1	0	28	1997
9.19763	1	0	0	1	919	7	7	1	4	13	1	0	28	1997
9.19787	1	0	0	1	919	8	1	1	4	15	1	0	28	1997
9.19825	1	0	0	1	919	8	4	1	4	14	1	0	28	1997
9.1985	1	0	0	1	919	8	6	1	4	15	1	0	28	1997
9.19875	1	0	0	1	919	9	0	1	4	13	1	0	28	1997
9.19913	1	0	0	1	919	9	3	1	4	15	1	0	28	1997
9.19937	1	0	0	1	919	9	5	1	4	14	1	0	28	1997
9.19962	1	0	0	1	919	9	7	1	4	13	1	0	28	1997
9.19988	1	0	0	1	920	0	1	1	4	15	1	0	28	1997
9.20025	1	0	0	1	920	0	4	1	4	14	1	0	28	1997
9.2005	1	0	0	1	920	0	6	1	4	15	1	0	28	1997
9.20075	1	0	0	1	920	1	0	1	4	13	1	0	28	1997
9.20112	1	0	0	1	920	1	3	1	4	15	1	0	28	1997
9.20138	1	0	0	1	920	1	5	1	4	14	1	0	28	1997
9.20162	1	0	0	1	920	1	7	1	4	13	1	0	28	1997
